keyword,type,theme,app_name,category,in_title,in_short,in_long,in_tags,reach,table_stakes
ltc,unigram,Asset Coverage,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,Crypto.com Exchange,Other / Hybrid,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,Edge - Bitcoin & Crypto Wallet,Self-Custody Wallet,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,1,0,0,19,FALSE
ltc,unigram,Asset Coverage,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,Kraken: Buy Stocks & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,OKX: Buy Bitcoin BTC & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,OneKey: Crypto DeFi Wallet,Other / Hybrid,0,0,1,0,19,FALSE
ltc,unigram,Asset Coverage,SafePal: Crypto Wallet BTC NFT,Other / Hybrid,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Blockchain Wallet: Buy BTC,Centralized Exchange (CEX),0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Bybit: Buy Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Coinomi: Crypto Bitcoin Wallet,Other / Hybrid,0,1,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,1,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Exodus: Crypto Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Kraken Wallet: Crypto & NFT,Self-Custody Wallet,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,1,1,0,19,FALSE
nfts,unigram,DeFi & Web3,MEW crypto wallet: DeFi Web3,Other / Hybrid,0,1,0,0,19,FALSE
nfts,unigram,DeFi & Web3,MetaMask: Trade Crypto,Other / Hybrid,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,OKX: Buy Bitcoin BTC & Crypto,Other / Hybrid,0,1,0,0,19,FALSE
nfts,unigram,DeFi & Web3,Phantom,Other / Hybrid,0,1,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Rabby Wallet - Crypto & EVM,DeFi / DEX Wallet,0,1,0,0,19,FALSE
nfts,unigram,DeFi & Web3,SafePal: Crypto Wallet BTC NFT,Other / Hybrid,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Solflare - Solana Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Trust: Crypto & Bitcoin Wallet,Self-Custody Wallet,0,0,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Uniswap: Crypto & NFT Wallet,Other / Hybrid,0,1,1,0,19,FALSE
nfts,unigram,DeFi & Web3,Zengo: Crypto & Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Amex,Insurance / Financial Services,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Binance: Buy Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,"Bitget Wallet: Crypto, Bitcoin",DeFi / DEX Wallet,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Bybit: Buy Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,CoinGecko: Crypto Tracker,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Coinbase: Buy Crypto & Stocks,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Crypto.com: Onchain Wallet,Self-Custody Wallet,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Exodus: Crypto Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Noone Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Schwab Mobile,Brokerage / Wealth Management,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Solflare - Solana Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Trust: Crypto & Bitcoin Wallet,Self-Custody Wallet,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Uniswap: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Wells Fargo Mobile®,Traditional Bank,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,ZebPay: Bitcoin & Crypto App,Other / Hybrid,0,0,1,0,19,FALSE
real-time,unigram,Portfolio & Tracking,Zengo: Crypto & Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Bank of America Mobile Banking,Traditional Bank,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,"Bridge Wallet: Bitcoin, crypto",Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Chase Mobile,Traditional Bank,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Coinbase: Buy Crypto & Stocks,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Coinomi: Crypto Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Cwallet - Secure Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Exodus: Crypto Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Kraken Wallet: Crypto & NFT,Self-Custody Wallet,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,MEW crypto wallet: DeFi Web3,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Robinhood Wallet: Swap Crypto,DeFi / DEX Wallet,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Speed Wallet - Buy Bitcoin,Other / Hybrid,0,1,1,0,19,FALSE
send receive,bigram,Payments & Banking,Uniswap: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
send receive,bigram,Payments & Banking,Wells Fargo Mobile®,Traditional Bank,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Bitget - Buy & Sell Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Coinbase: Buy Crypto & Stocks,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Crypto & Bitcoin Wallet Paybis,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Cwallet - Secure Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,MEW crypto wallet: DeFi Web3,Other / Hybrid,0,1,1,0,19,FALSE
tether,unigram,Asset Coverage,MEXC: Buy Bitcoin BTC & Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,MetaMask: Trade Crypto,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,NC Wallet: Crypto Without Fees,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Noone Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,OKX: Buy Bitcoin BTC & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,ZebPay: Bitcoin & Crypto App,Other / Hybrid,0,0,1,0,19,FALSE
tether,unigram,Asset Coverage,Zengo: Crypto & Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Bitget - Buy & Sell Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Coinbase: Buy Crypto & Stocks,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Crypto & Bitcoin Wallet Paybis,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Cwallet - Secure Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,MEW crypto wallet: DeFi Web3,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,MEXC: Buy Bitcoin BTC & Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,MetaMask: Trade Crypto,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,NC Wallet: Crypto Without Fees,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Noone Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,OKX: Buy Bitcoin BTC & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,ZebPay: Bitcoin & Crypto App,Other / Hybrid,0,0,1,0,19,FALSE
tether usdt,bigram,Asset Coverage,Zengo: Crypto & Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,BTCC - Trade Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Bitget - Buy & Sell Crypto,Centralized Exchange (CEX),0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Coinbase: Buy Crypto & Stocks,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Crypto.com Exchange,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,MetaMask: Trade Crypto,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,MoonPay: Buy Crypto & Bitcoin,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Noone Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,SafePal: Crypto Wallet BTC NFT,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Solflare - Solana Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Uniswap: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
usd,unigram,Payments & Banking,Zengo: Crypto & Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Amex,Insurance / Financial Services,0,1,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Bank of America Mobile Banking,Traditional Bank,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Citi Mobile®,Traditional Bank,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,CoinGecko: Crypto Tracker,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Coinbase: Buy Crypto & Stocks,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Kraken Wallet: Crypto & NFT,Self-Custody Wallet,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Kraken: Buy Stocks & Crypto,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,MoonPay: Buy Crypto & Bitcoin,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Solflare - Solana Wallet,DeFi / DEX Wallet,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,USAA Mobile,Insurance / Financial Services,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Uniswap: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Wells Fargo Mobile®,Traditional Bank,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,Zengo: Crypto & Bitcoin Wallet,Other / Hybrid,0,0,1,0,19,FALSE
view,unigram,Multi-Platform & Access,thinkorswim Mobile: Trading,Brokerage / Wealth Management,0,0,1,0,19,FALSE
cash,unigram,Payments & Banking,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Blockchain Wallet: Buy BTC,Centralized Exchange (CEX),0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,"Bridge Wallet: Bitcoin, crypto",Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Crypto & Bitcoin Wallet Paybis,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,"Crypto.com: Buy BTC, ETH & CRO",Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Edge - Bitcoin & Crypto Wallet,Self-Custody Wallet,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Fidelity Investments,Brokerage / Wealth Management,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Kraken: Buy Stocks & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,OKX: Buy Bitcoin BTC & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,SafePal: Crypto Wallet BTC NFT,Other / Hybrid,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,Wells Fargo Mobile®,Traditional Bank,0,0,1,0,18,FALSE
cash,unigram,Payments & Banking,YouHodler: BTC & Crypto Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Bitcoin Wallet Crypto Ethereum,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Bitget - Buy & Sell Crypto,Centralized Exchange (CEX),0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,"Bitget Wallet: Crypto, Bitcoin",DeFi / DEX Wallet,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,CoinGecko: Crypto Tracker,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,MEXC: Buy Bitcoin BTC & Crypto,Centralized Exchange (CEX),0,1,0,0,18,FALSE
coins,unigram,Asset Coverage,MetaMask: Trade Crypto,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,MoonPay: Buy Crypto & Bitcoin,Other / Hybrid,0,1,1,0,18,FALSE
coins,unigram,Asset Coverage,NC Wallet: Crypto Without Fees,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Proton Wallet: Secure Bitcoin,Other / Hybrid,0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,Solflare - Solana Wallet,DeFi / DEX Wallet,0,1,1,0,18,FALSE
coins,unigram,Asset Coverage,YouHodler: BTC & Crypto Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
coins,unigram,Asset Coverage,ZebPay: Bitcoin & Crypto App,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Binance: Buy Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,BlueWallet Bitcoin Wallet,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Bybit: Buy Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Citi Mobile®,Traditional Bank,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Crypto & Bitcoin Wallet Paybis,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Kraken: Buy Stocks & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,MEW crypto wallet: DeFi Web3,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,MetaMask: Trade Crypto,Other / Hybrid,0,1,0,0,18,FALSE
fast,unigram,Usability & Experience,MoonPay: Buy Crypto & Bitcoin,Other / Hybrid,0,1,0,0,18,FALSE
fast,unigram,Usability & Experience,Schwab Mobile,Brokerage / Wealth Management,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Solflare - Solana Wallet,DeFi / DEX Wallet,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,Speed Wallet - Buy Bitcoin,Other / Hybrid,0,0,1,0,18,FALSE
fast,unigram,Usability & Experience,ZebPay: Bitcoin & Crypto App,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Bitcoin Wallet Crypto Ethereum,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,"Bitcoin.com Wallet: Buy, Sell",Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Blockchain Wallet: Buy BTC,Centralized Exchange (CEX),0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,BlueWallet Bitcoin Wallet,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,"Bridge Wallet: Bitcoin, crypto",Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Crypto.com: Onchain Wallet,Self-Custody Wallet,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Edge - Bitcoin & Crypto Wallet,Self-Custody Wallet,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Exodus: Crypto Bitcoin Wallet,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,MEW crypto wallet: DeFi Web3,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Noone Crypto Wallet,DeFi / DEX Wallet,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Proton Wallet: Secure Bitcoin,Other / Hybrid,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Robinhood Wallet: Swap Crypto,DeFi / DEX Wallet,0,0,1,0,18,FALSE
keys,unigram,Custody & Storage,Trust: Crypto & Bitcoin Wallet,Self-Custody Wallet,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Base: formerly Coinbase Wallet,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Bitcoin Wallet Crypto Ethereum,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Bitget - Buy & Sell Crypto,Centralized Exchange (CEX),0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Bybit: Buy Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Coin Wallet - Bitcoin & Crypto,Other / Hybrid,0,1,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Coinomi: Crypto Bitcoin Wallet,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Crypto & Bitcoin Wallet Paybis,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Crypto Exchange: Buy BTC・USDT,Centralized Exchange (CEX),0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,"Crypto exchange: USDT, Bitcoin",Self-Custody Wallet,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Crypto.com Exchange,Other / Hybrid,0,1,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Edge - Bitcoin & Crypto Wallet,Self-Custody Wallet,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Enjin: Crypto & NFT Wallet,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Gemini Markets & Credit Card,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Guarda: Crypto Bitcoin Wallet,Centralized Exchange (CEX),0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Kraken: Buy Stocks & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,Ledger Wallet™ crypto app,DeFi / DEX Wallet,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,OKX: Buy Bitcoin BTC & Crypto,Other / Hybrid,0,0,1,0,18,FALSE
litecoin,unigram,Asset Coverage,SafePal: Crypto Wallet BTC NFT,Other / Hybrid,0,0,1,0,18,FALSE
multiple,unigram,Multi-Platform & Access,BTCC - Trade Bitcoin & Crypto,Centralized Exchange (CEX),0,0,1,0,18,FALSE
